Total Population,Median Age,White,Black,American Indian,Asian,Pacific,Multiracial,Male,Female,Not a citizen,Male 18+ birthright,Male 18+ bloodright,Male 18+ naturalized,Male 18+ not citizen,Female 18+ birthright,Female 18+ bloodright,Female 18+ naturalized,Female 18+ not citizen,Less than HS,HS grad,Some college,Bachelor's degree,Graduate degree,Total income,No income,Median income,Total poverty,Income below poverty (White male),Income below poverty (White female),Income above poverty (White male),Income above poverty (White female),Income below poverty (Black male),Income below poverty (Black female),Income above poverty (Black male),Income above poverty (Black female),Year,State FIPS,State Abbr,District
732043,39.7,621102,73296,1564,13089,328,10376,360406,371637,142337,131419,150211,84691,65520,120407,179225,114142,65083,89301,143125,138885,91844,44731,609484,124197,22759,716989,41417,48531,257082,265249,8285,10188,24138,25072,2014,12,FL,26
724095,43.5,570602,93115,1695,25510,332,16952,344891,379204,82630,184940,79076,43948,35128,209070,94888,55417,39471,46558,136953,153141,111176,64748,597880,82739,27916,721554,22402,31966,247968,266432,6754,9227,37095,39465,2014,12,FL,21
716067,44.8,583251,83032,1357,15623,421,14941,360957,355110,95396,216795,82004,35278,46726,212869,83449,42571,40878,61795,128752,154063,123889,71990,615451,73868,29288,706957,34663,39201,256703,245917,10319,11819,28733,30176,2014,12,FL,22
717150,35.3,269157,401447,980,12413,185,12275,341480,375670,135982,130408,126947,64358,62589,148210,143929,81477,62452,99864,148117,130170,61555,34293,577668,122955,20344,704429,26464,30887,103151,102147,47578,63270,133077,152018,2014,12,FL,24
730150,39.8,633118,57818,816,12284,80,10761,357609,372541,196854,101918,176313,85636,90677,102881,196955,108857,88098,114557,136829,112852,87620,59242,603343,110843,20312,720555,55824,68465,250471,251032,8745,8954,19251,19402,2014,12,FL,27
727409,40.4,558524,90415,2119,28524,493,19122,356687,370722,48377,232698,44567,21785,22782,246995,47104,25545,21559,58709,149219,155975,96921,48998,597105,84303,25894,717894,29772,36862,239371,246437,9663,11044,32038,34712,2014,12,FL,10
701045,47.2,608827,40932,1901,24655,599,16833,337507,363538,37708,239164,38268,20748,17520,262273,43073,25483,17590,56981,159799,167766,97702,50790,603405,71350,26451,689228,32612,40047,256313,270402,6263,6767,12267,13855,2014,12,FL,13
716560,37.4,549037,97363,2473,23066,384,20574,347447,369113,42134,224686,35769,16168,19601,247078,39282,20783,18499,60941,146710,138712,80776,43192,577238,96794,26212,702319,33955,40284,228964,235154,10165,11741,34747,38598,2014,12,FL,15
706940,46.4,568846,87811,2267,13912,484,15049,342330,364610,45702,226937,45492,23571,21921,247097,49991,29763,20228,57675,148582,162501,95229,56953,594730,78592,26934,699620,26809,32850,245668,258911,10303,10961,29844,34239,2014,12,FL,18
724296,36.4,291370,382235,2049,14029,258,16035,351223,373073,120839,162696,102557,47283,55274,172121,114616,59852,54764,98941,163020,131929,58596,26025,581351,108441,20524,706584,23068,26253,118381,114456,47977,59547,123858,143201,2014,12,FL,20
725025,40.9,556742,83057,2485,24916,420,20028,353268,371757,123575,157026,118018,64508,53510,162547,136030,79776,56254,53863,124190,149053,112544,77656,600151,89633,27778,720244,29892,36456,240177,246871,7948,9132,32095,32897,2014,12,FL,23
720794,39.1,617535,53322,1411,15200,38,10111,349301,371493,181509,104209,165058,83365,81693,105499,186992,106523,80469,97556,147413,125174,80273,41356,591225,119450,21791,711566,44940,57039,248537,261551,4812,5387,19233,20527,2014,12,FL,25
710658,34.6,248773,403248,1245,17942,116,14969,334542,376116,45157,198055,36111,14997,21114,241050,36765,16688,20077,58827,125336,141887,78802,42847,546375,95387,27061,703148,17439,19417,104451,105165,33294,44700,147005,173609,2014,13,GA,13
710221,34.7,452261,210657,2281,12167,881,16737,348811,361410,22558,243367,16866,6117,10749,258133,17449,7672,9777,62129,142316,141034,69518,41192,563246,92627,24719,684988,25820,34140,191425,187744,23961,33559,68776,74149,2014,13,GA,1
694393,35.2,301985,356855,1043,7280,468,13101,341657,352736,16108,240264,13266,4035,9231,258612,10248,4508,5740,92707,149037,128503,43695,27767,549902,109760,19887,652825,18524,23210,120893,120925,53923,74416,100132,108343,2014,13,GA,2
703287,37.6,499452,165385,1618,12226,155,15651,340930,362357,20589,232700,16147,6387,9760,259048,16151,7714,8437,67050,144412,133825,71410,40383,556479,91822,25966,689514,26262,33702,215259,217345,16960,25663,56106,60413,2014,13,GA,3
711856,35.1,218785,413759,1401,34294,461,15469,335824,376032,63881,189514,51371,21706,29665,232858,51068,24309,26759,58678,116353,147956,85247,49096,556947,96874,25978,703589,12943,16182,91457,95962,35194,44787,150381,178166,2014,13,GA,4
716450,33.2,234893,418806,1796,28838,125,15076,349350,367100,45635,238216,34259,10395,23864,263639,28940,10675,18265,63716,109874,113842,106683,74231,586345,100634,24968,677672,14561,15870,99727,89482,53489,70927,132439,145806,2014,13,GA,5
715913,37.5,510708,93986,2271,72079,440,16590,355836,360077,88218,194303,68784,25578,43206,208647,65398,29446,35952,33025,67452,107346,175801,102998,567042,83701,39253,713006,18749,20884,236355,233314,6578,7843,37396,41029,2014,13,GA,6
727878,34.8,428580,136404,2669,87151,217,17815,360261,367617,100721,172116,81722,34716,47006,185279,79964,36250,43714,53076,101301,128622,120354,54533,553666,102155,30855,721416,18777,21108,191231,193991,7565,10242,55729,60919,2014,13,GA,7
699609,36.3,449252,211583,760,9244,141,13389,343104,356505,22813,239089,16646,4090,12556,259428,13618,5275,8343,82026,155314,129854,51855,33885,556830,109258,22451,673740,29784,37007,184360,185505,30513,39846,61569,67394,2014,13,GA,8
702933,39.5,611503,49052,2126,8089,142,10014,346788,356145,39463,233535,26344,6806,19538,250780,23750,7077,16673,89981,157739,127285,61052,35211,562900,90742,22713,688319,46026,54564,250832,250082,6566,8000,15175,15795,2014,13,GA,9
705185,36.1,489694,177161,1425,14601,239,13750,344402,360783,20644,240475,17185,7402,9783,260068,17574,8452,9122,71235,145980,123469,64284,42530,564853,105811,23457,679518,31110,36759,203004,204318,23043,31075,53189,60746,2014,13,GA,10
711199,35.8,530454,113425,2430,22400,283,13751,347476,363723,54182,216265,41307,14197,27110,236974,38822,15567,23255,50516,107513,129519,118474,59961,562279,82798,30980,699865,22474,29963,234208,237181,9093,11376,42507,46805,2014,13,GA,11
702694,34.8,416758,244623,1728,11448,544,13394,347512,355182,17956,245890,14086,4958,9128,257297,13714,6407,7307,77061,155484,125838,54805,33631,559337,111988,21813,668599,29860,38597,167758,165866,32748,43830,71378,78942,2014,13,GA,12
695480,37.1,596136,61782,2344,6436,105,11165,341502,353978,32913,227286,22590,7139,15451,244641,21414,6787,14627,99333,153975,125097,46730,27918,546414,87297,22596,681219,43426,53643,244476,244878,5786,9253,21636,21339,2014,13,GA,14
695881,37.3,221613,11674,1895,177408,84480,189191,350314,345567,40653,230564,36965,20526,16439,216933,47102,27799,19303,40559,143418,154678,83103,42190,558382,76845,28932,677539,12847,13789,98068,88660,652,690,5416,3387,2014,15,HI,2
696823,39.0,129021,15239,830,352499,54255,139242,351092,345731,67721,215069,61542,37009,24533,189909,88031,51441,36590,47662,123995,150811,108609,55838,576987,70583,32353,677836,5488,5442,64852,46872,460,609,8006,4977,2014,15,HI,1
806371,36.9,750377,3206,10344,9709,888,19806,404013,402358,22604,278548,16738,6238,10500,280912,17995,8185,9810,55116,151199,191662,87143,37803,629435,83470,23938,788405,48868,55810,316584,313086,293,250,1406,988,2014,16,ID,1
793093,33.5,718355,6128,10019,12040,1289,19750,397665,395428,38802,259754,26695,8350,18345,265306,24968,9417,15551,55138,130401,173857,89508,43660,611132,71526,22893,779970,48335,57526,304578,296492,988,629,2399,1765,2014,16,ID,2
709555,38.6,561481,118963,1517,7662,138,15683,350842,358713,9388,260787,7582,2951,4631,272864,8075,4078,3997,56317,153167,167537,63560,37452,576606,87216,24965,687828,34120,42725,236824,234847,18578,23988,32341,36252,2014,17,IL,12
708935,40.6,658845,30336,1426,4124,202,10988,353667,355268,6041,265470,5757,2285,3472,272439,4695,2729,1966,57768,172056,167067,57788,28986,576918,73389,25246,679707,38368,48164,275738,278411,4623,4821,5695,5647,2014,17,IL,15
706029,39.7,581464,78719,1873,8380,246,18597,348566,357463,21495,248103,16162,5917,10245,264487,14691,5885,8806,63932,171459,156701,56811,27961,570934,69358,24129,681794,33816,44740,242435,243573,14032,17587,21230,20453,2014,17,IL,17
714887,37.7,289862,369825,1524,13990,131,12225,334369,380518,25451,223727,24218,11870,12348,273248,23668,12235,11433,56426,132173,156070,76355,49432,577353,100707,25688,702414,10559,12519,128750,131707,42452,60769,119912,142513,2014,17,IL,1
718749,36.9,556418,31010,2555,27100,11,14369,352497,366252,75644,191251,71969,35627,36342,204532,72197,37797,34400,75790,144327,132301,77625,44291,571270,93152,28875,708971,24227,30213,245919,250687,2792,3372,9808,11679,2014,17,IL,3
723415,40.5,613927,18122,991,62442,86,13126,354582,368833,43280,216323,46120,27087,19033,231936,50274,30608,19666,27652,86033,128862,150254,97289,580401,75901,40297,714095,12203,15676,285533,292766,1457,1602,7094,7434,2014,17,IL,6
708847,31.4,423270,30926,2605,21512,271,16211,358480,350367,169730,135321,126245,39539,86706,138891,114516,41528,72988,140217,122561,90845,57822,26642,546263,110002,21953,704295,39250,45751,173825,161986,5070,6425,9244,9438,2014,17,IL,4
727898,34.8,590191,20400,1829,48760,106,19245,359772,368126,70559,215248,74585,40269,34316,225577,77593,45973,31620,52275,98194,108200,161474,103277,611996,71343,37317,718154,25463,29398,262383,265879,1987,2856,7890,6243,2014,17,IL,5
721454,33.1,238796,375995,1288,45257,184,14297,342541,378913,52531,218370,42401,16334,26067,256802,42583,18890,23693,77239,107320,110524,100234,82197,587460,113201,26801,699049,10734,14395,102778,101913,56799,75940,107390,124973,2014,17,IL,7
715612,35.8,496422,33673,2369,90313,396,14810,355577,360035,112113,168812,96805,42790,54015,180320,94529,45540,48989,67408,121904,133216,105406,50547,569015,80129,30759,710132,18910,23375,224370,225886,3783,5211,11452,12465,2014,17,IL,8
714771,40.1,522598,62493,1295,91526,156,18268,348820,365951,82389,187404,86938,48669,38269,200437,93469,57510,35959,45898,88360,110557,149124,112258,593059,80086,32377,696375,21519,24852,228680,235635,7685,8776,21049,21685,2014,17,IL,9
713989,37.4,542513,48043,1675,67986,191,17727,354336,359653,87982,180717,80338,39529,40809,187782,82233,43137,39096,55949,99184,111238,115936,82547,563357,79592,31438,694586,20122,24077,240636,243984,5191,7110,15381,17285,2014,17,IL,10
717190,34.5,474937,79981,1962,50647,117,22013,352154,365036,77474,187765,65020,28243,36777,204231,62959,28605,34354,63488,107303,126181,97615,58816,554089,81561,31215,709437,15995,19467,215216,219146,6990,8348,30471,32864,2014,17,IL,11
711537,35.3,584698,79833,1080,24751,140,16857,350102,361435,22769,258013,16884,5590,11294,273153,15853,6304,9549,41383,141933,138295,78605,52726,589517,74549,24415,667317,38332,44612,232982,237108,12561,17339,20712,21512,2014,17,IL,13
721339,38.2,630112,21456,1265,30074,352,14377,361424,359915,34094,226110,32010,16690,15320,231165,34493,19144,15349,32063,111320,145268,115138,64055,559903,74486,36778,715693,16369,20708,297699,291388,1433,1246,9019,8686,2014,17,IL,14
706493,39.8,644246,25950,705,10071,210,12181,349470,357023,18837,249785,17313,8037,9276,259714,16652,8384,8268,48502,167547,158981,64383,35085,573043,69637,26936,683554,30271,39042,280777,278996,2936,3430,6511,6906,2014,17,IL,16
716880,40.1,652290,27731,1124,17579,214,12593,353301,363579,14854,258756,11876,4601,7275,272787,11099,5194,5905,36224,151293,150958,99502,50433,582977,66024,30250,691570,26818,34353,282830,291084,2956,2812,7760,7348,2014,17,IL,18
711167,37.4,269306,395598,1452,5228,89,14325,332824,378343,23609,218649,21479,10624,10855,267031,22493,11694,10799,63613,135884,163658,60788,37520,563323,100549,24730,701168,15342,17719,113865,116932,43411,58068,132787,157392,2014,17,IL,2
719202,38.2,504833,141197,2399,9121,236,16462,352042,367160,19400,243252,19930,10397,9533,262087,19499,11062,8437,58149,171168,148564,66960,34529,576117,92649,26320,701616,22157,29326,220359,222255,20007,28333,41221,46138,2014,18,IN,1
732038,36.5,665278,25689,1251,18187,210,12244,367138,364900,27014,259481,19217,5001,14216,264656,16163,5389,10774,49362,171612,136540,71309,39488,589895,75398,25820,701125,36349,42544,280922,280876,3001,3354,8329,7512,2014,18,IN,4
720714,39.6,674030,16385,1388,7715,178,13051,354842,365872,10653,262318,7346,2090,5256,277094,7022,2709,4313,61631,193304,135110,56825,34113,584413,74185,24528,697654,41776,53378,280612,279626,1921,2352,5134,4778,2014,18,IN,6
729396,37.3,673477,19503,1613,14159,69,14206,360015,369381,18296,263009,12428,3683,8745,277556,12122,4470,7652,55013,169897,137572,69127,44900,593570,69328,25290,704507,40786,49270,280873,281363,2307,2772,6824,6047,2014,18,IN,9
720377,37.3,624686,49800,2500,8036,258,16822,355512,364865,25835,243733,18006,5533,12473,259394,16196,5909,10287,68419,174326,130685,60410,34533,568309,71460,23816,697750,35726,46930,262498,261254,8008,10946,15070,13404,2014,18,IN,2
727429,36.8,638417,44133,1721,13351,249,17032,358430,368999,18830,247220,13679,5317,8362,261873,13524,5910,7614,60013,164722,142702,66381,35514,568984,70061,26315,712413,32540,41065,276694,275966,6959,8405,13081,14060,2014,18,IN,3
734567,37.6,624190,58290,1013,22325,174,18957,357853,376714,22669,246171,17512,7752,9760,268441,18569,8886,9683,35702,117406,129077,131638,76748,582551,68291,32026,717544,23569,30368,274259,283088,4201,5737,21290,24141,2014,18,IN,5
736723,33.3,447399,213765,2078,15615,296,20398,355535,381188,48775,227973,30428,6801,23627,261370,25998,7330,18668,83053,151474,135372,66719,32622,573775,81683,22749,719341,36250,42751,177189,179934,28784,36786,67149,76453,2014,18,IN,7
721965,39.5,667003,29661,1323,6165,406,11965,359282,362683,8514,267356,7148,2902,4246,276387,6231,2715,3516,59809,185069,149272,58323,32657,585458,75379,24627,690874,36894,47501,280905,277986,3758,5340,7976,7020,2014,18,IN,8
769772,37.8,699325,28846,1890,16303,302,14510,382560,387212,21640,275522,16698,6252,10446,285668,15259,6355,8904,45758,163697,162707,88073,49887,623001,61145,26645,743926,39902,48319,295307,294679,4317,5568,9242,7986,2014,19,IA,2
760666,39.3,708371,10622,3248,12586,579,12361,380119,380547,23875,273394,17253,4837,12416,281589,14238,4832,9406,48157,172350,169991,77723,34354,616779,45755,25474,730916,34285,44924,304626,298360,1935,1764,3283,2280,2014,19,IA,4
766317,38.7,705313,25877,2749,10146,420,14246,378809,387508,15200,276990,11367,4197,7170,289233,10784,4860,5924,42779,175472,163365,86611,39587,619149,48626,27749,738767,30478,37595,307195,306017,4079,5266,7855,6920,2014,19,IA,1
781361,36.6,700088,30371,1801,20691,414,17104,384628,396733,28978,261699,22003,8877,13126,280026,21001,9434,11567,41378,151328,164655,114405,46665,616247,52191,31049,764631,29608,37585,306878,311986,4699,5611,9788,8787,2014,19,IA,3
714380,37.3,625486,31953,10053,9774,371,28616,355380,359000,15211,259314,10355,3249,7106,266160,11093,4293,6800,41425,148334,148266,77735,48606,575009,57351,24996,684190,40208,46370,258075,258946,3373,4032,11163,9742,2014,20,KS,2
717790,35.9,598240,49369,7050,22293,118,25234,355796,361994,28796,237195,22721,9444,13277,247625,22208,9645,12563,49829,128559,157105,86415,40406,560692,67898,26824,703179,32307,40438,257983,256373,6100,7595,16783,16929,2014,20,KS,4
719293,35.1,635772,21434,3682,11279,770,20449,363402,355891,37613,248052,25212,7559,17653,245848,23829,7697,16132,57837,136853,153519,69689,36326,571311,58662,25047,688506,36321,46436,268915,259431,1885,1910,8090,6383,2014,20,KS,1
731483,35.9,598317,64464,2942,29222,396,20731,358665,372818,45949,226741,32984,10948,22036,248536,30102,11479,18623,38017,92214,138051,136192,76516,569404,60487,33285,723676,20767,27262,269772,274515,6886,9233,22963,24101,2014,20,KS,3
725361,39.5,650147,50477,1655,4133,542,14058,358945,366416,8141,267287,6140,2046,4094,279200,5380,2115,3265,89779,184037,140536,42854,30388,585515,76553,20862,699542,50337,63704,258863,257572,7698,9394,14496,14373,2014,21,KY,1
734628,37.9,660181,41437,1509,8374,450,15376,362068,372560,13687,262436,9841,3651,6190,276906,10086,4728,5358,73783,183135,138751,52057,37122,589467,70399,22893,711969,44548,56932,270576,270403,4409,6187,14475,12910,2014,21,KY,2
732199,37.8,532825,153895,1121,17154,290,21235,352788,379411,31300,245077,22343,8015,14328,276889,20700,8287,12413,59914,138859,149305,87994,61989,592441,65196,26096,716890,29126,35035,225819,232147,21497,26242,48040,54836,2014,21,KY,3
735132,38.3,679245,25544,1501,7940,302,12818,364331,370801,12490,261721,9285,3352,5933,273311,8438,3542,4896,60979,159167,145625,79230,46902,583548,71271,26937,716613,37265,48076,289218,289747,3331,3811,8596,6848,2014,21,KY,4
717924,40.1,693787,10242,1354,2662,348,7194,356513,361411,2861,271495,2617,1007,1610,281225,2363,1230,1133,132073,185770,116194,31355,27591,585561,97683,16884,692670,83007,98155,247893,244746,1196,1127,2038,1878,2014,21,KY,5
738028,36.4,629350,63440,1860,13185,177,15946,361606,376422,26677,257440,18796,4614,14182,281183,14763,4825,9938,69662,140552,131556,84459,58091,599087,68652,23878,710549,46841,56213,249629,255544,8783,10531,19459,20008,2014,21,KY,6
775257,37.9,617803,102948,10298,17396,232,14304,378052,397205,27845,262134,24650,10431,14219,286996,22555,11423,11132,75897,156064,145180,94883,51035,625919,85912,27422,760751,26959,37937,270809,272157,12638,16304,34114,36420,2014,22,LA,1
765712,35.5,542357,189076,3337,10412,226,15369,373904,391808,15784,263339,12139,3684,8455,287301,9327,3686,5641,93215,178229,127161,68128,28371,604184,86831,23275,751085,26861,40040,235527,231283,26059,34316,60924,62759,2014,22,LA,3
771983,34.9,553006,181309,3553,15920,117,12031,378182,393801,19888,266348,16040,5820,10220,288350,13433,5821,7612,63671,158922,134096,94573,45234,615726,84881,29019,759600,26721,32905,242278,242876,18378,25887,65771,67767,2014,22,LA,6
761767,36.3,466594,257431,6475,6709,595,15776,375147,386620,11256,270028,9047,3009,6038,286847,7740,3549,4191,84217,179782,137448,62500,33329,604238,97759,22804,737334,24265,33780,200323,196519,36843,48926,77284,83581,2014,22,LA,4
771153,35.2,243961,479124,1981,19891,312,11489,369348,401805,25748,253765,23288,9053,14235,293233,18698,8713,9985,96748,163273,139093,67693,39750,619198,102953,21215,753071,14575,16913,105717,100129,63976,89578,148751,166128,2014,22,LA,2
755177,36.5,466849,267893,3163,5081,189,8840,375618,379559,8871,273537,7191,2148,5043,284214,5238,2119,3119,102733,185896,123157,53988,26562,600788,117266,19933,708939,31196,40031,188694,188996,42678,56059,68130,74316,2014,22,LA,5
667929,43.2,632375,10291,2117,9972,54,11333,324770,343159,12989,244594,11578,6576,5002,263274,14607,8453,6154,34236,139970,138666,105751,59550,558687,43670,27598,652023,29661,37680,270235,280633,2161,2306,3286,2003,2014,23,ME,1
660606,43.7,630442,4574,5435,4638,144,13909,324831,335775,8509,250717,6707,3417,3290,261966,9714,5338,4376,48149,178047,140011,67543,36036,553587,47490,22312,641293,42363,51939,258776,259955,1015,1092,1225,608,2014,23,ME,2
735980,37.3,478177,161919,1532,51042,527,22563,353638,382342,53566,222781,50132,24893,25239,252200,52923,29868,23055,46616,109629,119869,124586,106739,604412,66986,39369,717655,12260,16267,213793,223426,10362,13951,61566,72117,2014,24,MD,3
739221,37.6,389097,279003,2717,28743,333,24004,361964,377257,38415,237440,35132,17733,17399,253572,37903,20323,17580,43326,134646,145120,91900,67241,596569,75428,41244,717942,9981,13517,179293,174569,8816,12896,119138,131549,2014,24,MD,5
744787,40.1,514074,87826,1444,66104,299,23091,360810,383977,91886,198420,76734,35624,41110,214466,86202,44973,41229,46080,91929,105213,125110,148685,605432,64221,42542,734103,9940,12581,236547,248156,4412,5588,34944,40436,2014,24,MD,8
725492,41.8,602805,87197,1391,14480,255,13867,355606,369886,16993,258518,15307,7610,7697,274828,16715,8965,7750,52391,159772,136733,87428,59189,595750,70406,31654,707154,20525,27194,269378,275884,7673,10467,29425,32128,2014,24,MD,1
736859,36.3,417469,240950,2216,38429,305,23409,350917,385942,42373,228770,35175,16546,18629,263514,38564,19862,18702,61914,149443,140431,83282,57776,593367,77808,32547,717394,16023,23403,180982,186851,14326,21335,91153,105937,2014,24,MD,2
736478,36.3,242944,390962,2179,23843,183,17732,353716,382762,83312,198054,65661,23364,42297,236235,60158,25710,34448,69140,130702,138867,92362,61390,589281,70459,37000,728967,6000,7580,114043,112632,15303,21567,161133,189073,2014,24,MD,4
742397,38.2,512112,96282,2781,78106,336,27853,367970,374427,76617,208821,67772,34039,33733,212882,75211,40445,34766,50773,122414,126648,107568,94037,594366,79137,34835,720789,17820,23879,227089,233011,6124,7754,35991,36866,2014,24,MD,6
726562,37.4,261658,393016,2169,44209,187,16987,346617,379945,36806,233368,31269,14764,16505,266857,33216,17007,16209,66955,124376,118428,93463,81022,593291,88528,28947,702136,9068,9415,117550,116335,40659,53789,131353,154543,2014,24,MD,7
